"group.1","group.2","group.3","group.4","Metastudy","original study","Species","met.rate.Jh","mass.mg","temp.C"
"Arthropoda","Insecta","Collembola","Collembola","this study","McGaughran et al. 2010","Gomphiocephalus hodgsoni",5e-05,0.0146,10
"Arthropoda","Insecta","Collembola","Collembola","this study","McGaughran et al. 2010","Gomphiocephalus hodgsoni",2.8e-05,0.021,10
"Arthropoda","Insecta","Collembola","Collembola","this study","McGaughran et al. 2010","Gomphiocephalus hodgsoni",5.4e-05,0.024,10
"Arthropoda","Insecta","Collembola","Collembola","this study","McGaughran et al. 2010","Gomphiocephalus hodgsoni",0.000211,0.0309,10
"Arthropoda","Insecta","Collembola","Collembola","this study","McGaughran et al. 2010","Gomphiocephalus hodgsoni",0.000197,0.0343,10
"Arthropoda","Insecta","Collembola","Collembola","this study","McGaughran et al. 2010","Gomphiocephalus hodgsoni",0.000269,0.0186,10
"Arthropoda","Insecta","Collembola","Collembola","this study","McGaughran et al. 2010","Gomphiocephalus hodgsoni",0.000334,0.028,10
"Arthropoda","Insecta","Archaeognatha","Meinertellidae","Chown et al. 2007","Chown lab unpublished data","unknown species",0.13788,12.75,25
"Arthropoda","Insecta","Thysanura","Lepismatidae","Chown et al. 2007","Chown lab unpublished data","Species 1 (Sutherland)*",0.13284,23.04,25
"Arthropoda","Insecta","Thysanura","Lepismatidae","Chown et al. 2007","Chown lab unpublished data","Species 2 (Stellenbosch)*",0.0828,26.64,25
"Arthropoda","Insecta","Thysanura","Lepismatidae","Chown et al. 2007","Chown lab unpublished data","Species 3 (Cederberg)*",0.15228,17.8,25
"Arthropoda","Insecta","Odonata","Aeschnidae","Chown et al. 2007","May 1979","Anax junius",14.93424,1019,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Brachymesia gravida",5.60016,344,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Erythemis simplicicollis",3.159,263,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Erythrodiplax berenice",1.57968,125,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Erythrodiplax connata",0.6894,52,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Libellula auripennis",5.02596,464,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Libellula needhami",6.03108,518,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Miathyria marcella",2.75724,17.1,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Pachydiplax longipennis",6.35472,200,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Pantala flavescens",6.03108,339,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Perithemis tenera",1.19196,61,25
"Arthropoda","Insecta","Odonata","Libellulidae","Chown et al. 2007","May 1979","Tramea carolina",6.462,383,25
"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Chown et al. 2007","Shelton & Appel 2001","Coptotermes formosanus",0.02916,2.95,25
"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Chown et al. 2007","Jeeva et al. 1999","Heterotermes tenuior",0.00684,1.4,25
"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Chown et al. 2007","Shelton & Appel 2001","Reticulitermes flavipes",0.0432,2.97,25
"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Chown et al. 2007","Jeeva et al. 1999","Schedorhinotermes javanicus",0.01044,2.7,25
"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Chown et al. 2007","Jeeva et al. 1999","Schedorhinotermes sarawakensis",0.06444,8.3,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Labritermes kistneri",0.0072,0.7,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Dicuspiditermes nemorosus",0.00612,3.5,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Dicuspiditermes santschii",0.00216,2.6,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Homallotermes eleanorae",0.0054,2.2,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Pericapritermes nitobei",0.00432,1.2,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Pericapritermes semarangi",0.00288,1.3,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Procapritermes nr. Sandakanensis",0.00864,5.9,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Syncapritermes  sp. A",0.01116,6.7,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Termes borneensis",0.00756,3,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Globitermes globosus",0.00504,1.9,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Prohamitermes mirabilis",0.00684,3.5,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Aciculioiditermes  sp. A",0.00648,1.8,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Bulbitermes  sp. C",0.00828,2.8,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Havilanditermes atripennis",0.0288,8,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Hospitalitermes hospitalis",0.02016,7.7,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Nasutitermes longinasus",0.0054,2.6,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Proaciculitermes  sp. A",0.00288,1.1,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Proaciculitermes  sp. E",0.00504,2.7,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Hypotermes xenotermites",0.01044,2.6,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","McComie & Dhanarjan 1990","Macrotermes carbonarius",0.18648,11.93,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Macrotermes gilvus",0.0198,7,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Macrotermes malaccensis",0.05076,11.6,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Microcerotermes dubius",0.01044,2.2,25
"Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Microcerotermes serrula",0.00792,1.9,25
"Arthropoda","Insecta","Blattodea","Blattidae","Chown et al. 2007","Gunn 1935","Blatta orientalis",2.00124,325,25
"Arthropoda","Insecta","Blattodea","Blattidae","Chown et al. 2007","Herreid & Full 1984","Eublaberus posticus",15.1902,2200,25
"Arthropoda","Insecta","Blattodea","Blattidae","Chown et al. 2007","Full et al. 1990","Periplaneta americana",3.52584,900,25
"Arthropoda","Insecta","Blattodea","Blattidae","Chown et al. 2007","Slater 1927","Periplaneta orientalis",1.10844,165,25
"Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Harvey & Brown 1951","Blatella germanica",0.73188,54.76,25
"Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Herreid & Full 1984","Byrsotria fumagata",20.10456,4950,25
"Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Herreid & Full 1984","Gromphadorhina chopardi",9.66636,3400,25
"Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Herreid et al.1981","Gromphadorihna portentosa",17.0892,4950,25
"Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Reichle 1968","Parcoblatta  sp.",0.3312,73,25
"Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Herreid & Full 1984","Blaberus discoidalis",14.08536,4080,25
"Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Bartholomew & Lighton 1985","Blaberus giganteus",13.12704,4330,25
"Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Coelho & Moore 1989","Leucophaea maderae",10.45404,2800,25
"Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Coelho & Moore 1989","Nauphoeta cinerea",2.63592,510,25
"Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Marais & Chown 2003","Perisphaeria  sp.",0.70848,324.1,25
"Arthropoda","Insecta","Mantodea","Mantidae","Chown et al. 2007","Chown lab unpublished data","Sphodromantis gastrica",2.20176,335.7,25
"Arthropoda","Insecta","Mantophasmatodea","Austrophasmatidae","Chown et al. 2007","Chown lab unpublished data","Karoophasma biedouwensis",1.14444,103.95,25
"Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Bailey et al. 1993","Oecanthus quadripunctatus",0.48348,50,25
"Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Zachariassen et al. 1988","Enyaliopsis petersi",5.49252,750,25
"Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Zachariassen et al. 1988","Eugaster loricatus",6.34356,1580,25
"Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Nespolo et al. 2003","Hophlosphyrum griseus",0.28764,36.2,25
"Arthropoda","Insecta","Orthoptera","Gryliidae","Chown et al. 2007","Van Hook 1971","Pternonemobius fasciatus",1.6902,26.17,25
"Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Hack 1997","Acheta domesticus",4.09896,369,25
"Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Full et al. 1990","Teleogryllus commodus",20.47284,950,25
"Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Bailey et al. 1993","Anurogryllis arboreus",1.98324,310,25
"Arthropoda","Insecta","Orthoptera","Gryllacrididae","Chown et al. 2007","Mispagel 1981","Ceuthophilis fossor",2.94336,70.15,25
"Arthropoda","Insecta","Orthoptera","Gryllacrididae","Chown et al. 2007","Reichle 1968","Ceuthophilis gracilipes",1.95696,259.1,25
"Arthropoda","Insecta","Orthoptera","Gryllotalpidae","Chown et al. 2007","Kavanagh 1987","Gryllotalpa australis",8.04816,874,25
"Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Van Hook 1971","Conocephalus fasciatus",2.58156,51.37,25
"Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Stevens & Josephson 1977","Euconocephalus nasutus",3.69612,650,25
"Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Mispagel 1981","Insara covilleae",5.87916,92.6,25
"Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Stevens & Josephson 1977","Neoconocephalus robustus",13.42764,870,25
"Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Bailey et al. 1993","Requena verticalis",2.4588,370,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Mispagel 1981","Anconia integra",9.51876,816.7,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Mispagel 1981","Bootettix punctatus",1.31292,47.01,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Bailey & Riegert 1973","Encoptolophus s. costalis",1.66536,174.6,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Loveridge & Bursell 1975","Locusta migratoria migratorioides",17.7624,1500,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Harrison et al. 1991","Melanoplus bivittatus",18.2052,1650,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Mispagel 1981","Melanoplus complanipes",2.24748,141.55,25
"Arthropoda","Insecta","Orthoptera","Acridiidae","Chown et al. 2007","Zachariassen et al. 1988","Oedalis instillatus",3.47904,627,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Quinlan & Hadley 1993","Romalea guttata",9.70596,2874,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Quinlan & Hadley 1993","Taeniopoda eques",8.8632,2043,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Massion 1983","Trimerotropis pallidipennis",2.67588,221.35,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Duke & Crossley 1975","Trimerotropis saxatilis",1.15848,155,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Mispagel 1981","Trimerotropis  sp.",3.627,145.9,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Massion 1983","Trimerotropis suffusa",3.26232,297.5,25
"Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Ashby 1997","Xanthippus corallipes",27.0306,2302.2,25
"Arthropoda","Insecta","Orthoptera","Tanaoceridae","Chown et al. 2007","Mispagel 1981","Tanaocerus koebeli",2.25324,102.5,25
"Arthropoda","Insecta","Orthoptera","Acridiidae","Chown et al. 2007","Zachariassen et al. 1988","Xiphoceriana  sp.",2.6748,1568,25
"Arthropoda","Insecta","Dermaptera","Carcinophoridae","Chown et al. 2007","Chown lab unpublished data","Euborellia annulipes",0.29844,31.76,25
"Arthropoda","Insecta","Hemiptera","Psyllidae","Chown et al. 2007","Mispagel 1981","Unknown genus",0.02016,0.16,25
"Arthropoda","Insecta","Hemiptera","Pseudococcidae","Chown et al. 2007","Keister & Buck 1964","Pseudococcus citri",0.04068,1.3,25
"Arthropoda","Insecta","Hemiptera","Cercopidae","Chown et al. 2007","Hinton 1971","Neophilaenus lineatus",0.11016,1.91,25
"Arthropoda","Insecta","Hemiptera","Cercopidae","Chown et al. 2007","Wiegert 1964","Philaenus spumarius",0.2142,3.93,25
"Arthropoda","Insecta","Hemiptera","Cicadidae","Chown et al. 2007","Mac Nally & Doolan 1982","Cystosoma saundersii",8.44236,1158,25
"Arthropoda","Insecta","Hemiptera","Cicadidae","Chown et al. 2007","Hadley et al. 1991","Diceroprocta apache",5.77872,622,25
"Arthropoda","Insecta","Hemiptera","Cicadidae","Chown et al. 2007","Bartholomew & Barnhart 1984","Fidicina mannifera",34.883662,2840,25
"Arthropoda","Insecta","Hemiptera","Membracidae","Chown et al. 2007","Mispagel 1981","Multareoides bifurcatus",0.05472,1.34,25
"Arthropoda","Insecta","Hemiptera","Issidae","Chown et al. 2007","Mispagel 1981","Hysteropterum  sp.",0.14508,1.71,25
"Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Phytocoris nigripubescens",0.11088,1.27,25
"Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Slaterocoris  sp.",0.06192,0.86,25
"Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Unknown genus",0.0432,0.51,25
"Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Unknown genus",0.26244,3.56,25
"Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Unknown genus",0.126,3.85,25
"Arthropoda","Insecta","Hemiptera","Reduviidae","Chown et al. 2007","Bradley et al. 2003","Rhodnius prolixus",0.33372,66.75,25
"Arthropoda","Insecta","Hemiptera","Nabidae","Chown et al. 2007","Mispagel 1981","Unknown genus",0.09324,1.89,25
"Arthropoda","Insecta","Hemiptera","Pentatomidae","Chown et al. 2007","Mispagel 1981","Dendrocoris contaminatus",0.09432,11,25
"Arthropoda","Insecta","Hemiptera","Coreidae","Chown et al. 2007","Mispagel 1981","Unknown genus",1.4778,66.7,25
"Arthropoda","Insecta","Hemiptera","Lygaeidae","Chown et al. 2007","Mispagel 1981","Lygus kalmii",0.52668,10.17,25
"Arthropoda","Insecta","Hemiptera","Neididae","Chown et al. 2007","Mispagel 1981","Unknown genus",0.10116,0.95,25
"Arthropoda","Insecta","Megaloptera","Corydalidae","Chown et al. 2007","Brown & Fitzpatrick 1978","Corydalis cornutus",17.0082,326,25
"Arthropoda","Insecta","Coleoptera","Histeridae","Chown et al. 2007","Mispagel 1981","Saprinus  sp.",0.23544,8.21,25
"Arthropoda","Insecta","Coleoptera","Hydrophilidae","Chown et al. 2007","Holter & Spangenberg 1997","Sphaeridium lunatum",0.6318,34,25
"Arthropoda","Insecta","Coleoptera","Staphilinidae","Chown et al. 2007","Engelmann 1961","Species 3",0.00108,0.09,25
"Arthropoda","Insecta","Coleoptera","Passalidae","Chown et al. 2007","Reichle 1968","Popilius disjunctus",5.80176,1630.5,25
"Arthropoda","Insecta","Coleoptera","Passalidae","Chown et al. 2007","Bartholomew & Casey 1977","Popilius  sp.",2.87784,563,25
"Arthropoda","Insecta","Coleoptera","Trogidae","Chown et al. 2007","Bosch et al. 2000","Omorgus radula",0.41076,207,25
"Arthropoda","Insecta","Coleoptera","Geotrupiidae","Chown et al. 2007","Engelmann 1961","Geotrupes  sp.",2.44728,160.3,25
"Arthropoda","Insecta","Coleoptera","Geotrupidae","Chown et al. 2007","Holter & Spangenberg 1997","Geotrupes spiniger",17.80596,825,25
"Arthropoda","Insecta","Coleoptera","Aphodiidae","Chown et al. 2007","Holter & Spangenberg 1997","Aphodius contaminatus",0.37332,14,25
"Arthropoda","Insecta","Coleoptera","Aphodiidae","Chown et al. 2007","Chown & Holter 2000","Aphodius fossor",0.96768,121.3,25
"Arthropoda","Insecta","Coleoptera","Aphodiidae","Chown et al. 2007","Holter & Spangenberg 1997","Aphodius rufipes",1.37844,84,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Holter 1982","Aphodius distinctus",0.37764,7.8,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Holter 1982","Aphodius fimetarius",0.67428,30.9,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Holter 1982","Aphodius prodromus",0.6012,13.8,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Holter 1982","Aphodius rufus",0.61344,209,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Anomala  sp.",0.4932,100,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Pelidnota  sp.",5.4414,1091.5,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Coeloesis biloba",13.40712,3735,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Strategus aloeus",18.53856,5050,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Cyclocephala  sp.",2.133,246,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Dyscinetus  sp.",1.69056,390,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Phileurus  sp.",5.62536,3501,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Duncan & Byrne 2000","Sisiyphys fasciculatus",1.35036,136,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Duncan & Byrne 2000","Anachalcos convexus",5.54328,1421,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Duncan & Byrne 2000","Circellium bacchus",14.46228,7285,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Chown et al. 1995","Pachylomerus femoralis",15.41592,4915,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Duncan & Byrne 2000","Scarabaeus flavicornis",1.74132,322,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Chown & Davis 2003","Scarabaeus galenus",3.17412,1681,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus westwoodi",4.76892,1780,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus rusticus",2.50632,1070,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus gariepinus",1.0368,1140,25
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus striatum",1.01736,790,25
