"group.1","group.2","group.3","group.4","Metastudy","original study","Species","met.rate.Jh","mass.mg","temp.C"
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pisaura mirabilis",0.279793,104,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pisaura mirabilis",0.425518,65,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pisaura mirabilis",0.437176,79,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pisaura mirabilis",0.460492,77,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pisaura mirabilis",0.830635,116,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pisaura mirabilis",0.938472,109,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pisaura mirabilis",0.708226,114,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pisaura mirabilis",0.419689,68,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.160298,9,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.250648,10,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.087435,6,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.186529,11,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.189443,11,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.163213,4,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.189443,8,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.14864,6,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.198187,8,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.136982,3,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticus scenicus",0.134067,8,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticidae",0.081606,7,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Salticidae",0.052461,2,22
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.198187,5.98,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.183614,4.01,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.113666,5.4,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.218588,6.29,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.186529,4.51,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.157383,4.82,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.189443,6.66,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.160298,3.71,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.192358,5.53,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.134067,4.11,30
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.081606,4.28,20
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.064119,5.3,20
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.072863,5,20
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.05829,4.28,20
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.069948,4.34,20
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.084521,5.22,20
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.069948,4.62,20
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.081606,5.49,20
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.122409,4.98,25
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.145725,6.44,25
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.122409,5.7,25
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.131153,5.23,25
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.154469,6.31,25
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.099093,5.61,25
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.110751,3.02,25
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.037889,4.65,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.03206,2.74,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.029145,4.15,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.03206,3.38,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.040803,4.79,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.03206,5.27,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.043718,5.44,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.037889,4.37,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.037889,5.21,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Trochosa",0.064119,6.06,15
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pardosa lugubris",0.160298,16.61,29.9
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pardosa lugubris",0.405117,30.61,29.9
"Arthropoda","Arachnida","Arachnida","Araneae","this study","this study","Pardosa lugubris",0.20693,20.81,29.9
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Pardosa amenatata",0.0246,55,3
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Hagstrum 1970","Tenuiphantes zimmernanni",0.00798,4,3
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Hagstrum 1970","Tenuiphantes zimmernanni",0.00775,4,3
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Lycosa godeffroyi",0.149,200,4
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","McQueen 1980","Pardosa amenatata",0.0367,55,4
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","McQueen 1980","Tenuiphantes zimmernanni",0.00854,4,4
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","McQueen 1980","Pardosa amenatata",0.0476,55,5
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Tenuiphantes zimmernanni",0.00991,4,5
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Moeur & Eriksen 1972","Pardosa amenatata",0.0491,55,7
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1970","Tenuiphantes zimmernanni",0.011,4,7
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1970","Pardosa amenatata",0.0801,55,9
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson & Prestwich 1982","Tenuiphantes zimmernanni",0.0131,4,9
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1970","Hogna lenta",0.549,970,10
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Kotiaho 1998","Lycosa godeffroyi",0.236,200,10
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Kotiaho 1998","Pardosa amenatata",0.0852,55,10
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Kotiaho et al. 1998","Pardosa amenatata",0.0926,55,10
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Humphreys 1977","Phidippus regius",0.493,568,10
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Humphreys 1977","Tenuiphantes zimmernanni",0.0139,4,10
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Humphreys 1977","Tenuiphantes zimmernanni",0.0162,4,10
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Humphreys 1977","Pardosa amenatata",0.117,55,13
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Humphreys 1977","Tenuiphantes zimmernanni",0.0183,4,13
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Humphreys 1977","Pardosa amenatata",0.134,55,14
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Humphreys 1977","Tenuiphantes zimmernanni",0.0191,4,14
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Humphreys 1977","Geolycosa domifex",0.278,400,15
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Hadley et al. 1981","Lycosidae",0.863,226,15
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Scholander et al. 1953","Pardosa amenatata",0.14,55,15
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Moulder & Riechle 1972","Rabidosa rabida",1.04,286,15
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Moulder & Riechle 1972","Tenuiphantes zimmernanni",0.0199,4,15
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Moulder & Riechle 1972","Geolycosa domifex",0.636,400,18
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Lycosa sp",0.432,123,19
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Schmitz 2004","Alopecosa kochi",0.343,100,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Schmitz 2004","Hentzia palmarum",0.104,23.5,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Hogna lenta",1.96,970,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Hogna lenta",1.07,498,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Lycosa godeffroyi",1.02,200,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Lycosa godeffroyi",0.567,200,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Lycosa sp",1.01,200,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson & Prestwich 1982","Lycosidae",1.04,198,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","DeCarvalho et al. 2004","Marpissa bina",0.525,168,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Marpissa muscosa",0.11,39.1,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Marpissa muscosa",0.0792,27.5,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Misumenoides formosipes",0.275,82.5,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Misumenops celer",0.144,40,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Nephila clavipes",3.03,848,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Pardos astrigera",0.223,60,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Pardosa lugubris",0.0788,22.4,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Pardosa lugubris",0.0729,21.7,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Pardosa pullata",0.144,16.2,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977b","Pardosa pullata",0.0309,9,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Miyashita 1969","Pelegrina galathea",0.0352,8.3,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Tanaka et al. 1985","Phidippus audax",0.65,171,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Tanaka et al. 1985","Phidippus clarus",0.929,260,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Tanaka et al. 1985","Phidippus otiosus",0.97,337,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Tanaka et al. 1985","Phidippus pulcherrimus",0.356,104,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Miyashita 1969","Phidippus regius",1.01,568,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Nakamura 1972","Pirata latitans",0.0822,9,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Schmitz 2004","Pirata latitans",0.0943,9,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Schmitz 2004","Rabidosa rabida",0.991,204,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ito 1964","Salticus scenicus",0.0259,4.34,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Myrcha & Stejgwillo‐Laudanska 1973","Salticus scenicus",0.0877,4.49,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Myrcha & Stejgwillo‐Laudanska 1973","Sarinda hentzi",0.0404,4.6,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Schizocosa sp.",0.119,23.4,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Thiodana sylvana",0.278,67,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Trochosa ruricola",0.633,121,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Trochosa ruricola",0.366,101,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1970","Xysticus funestus",0.117,29.9,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Zygoballus rufipes",0.0121,3,20
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1970","Aglelenopsis aperta",2.47,556,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1970","Frontinella communis",0.774,5.67,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1970","Geolycosa domifex",0.916,400,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Myrcha & Stejgwillo‐Laudanska 1973","Menemeruns bivittatus",0.204,27.9,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Myrcha & Stejgwillo‐Laudanska 1973","Misumenoides formosipes",0.347,48.7,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Van Hook 1971","Misumenops sp",0.118,34.1,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Van Hook 1971","Phiddipus johnsoni",0.463,173,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Van Hook 1971","Sassacus vitis",0.0525,5.7,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Schmitz & Perry 2001","Schizocosa mccooki",1.71,512,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Schmitz & Perry 2001","Urozelotes rusticus",0.127,52.5,22
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Hygrolycosa rubrofasciata",0.159,19.9,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Hygrolycosa rubrofasciata",0.115,21.2,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Hygrolycosa rubrofasciata",0.291,18.6,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Reichle 1968","Lycosidae",1.43,231,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Prestwich 1977","Neriene litigiosa",0.0936,19,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Pardos astrigera",0.482,52.7,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Pardos astrigera",0.388,43.7,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Pardos astrigera",0.455,52.5,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Pardos astrigera",0.266,39.8,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Pardosa laura",0.45,30,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Rabidosa rabida",1.56,207,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Sosippus janus",0.815,360,25
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Pardosa pseudoannulata",0.625,100,29
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Alopecosa kochi",0.727,100,30
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Hogna lenta",3.9,970,30
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Ford 1977a","Lycosa godeffroyi",1.28,200,30
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Lycosa godeffroyi",0.87,200,30
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Myrcha & Stejgwillo‐Laudanska 1973","Pardos astrigera",0.542,60,30
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Myrcha & Stejgwillo‐Laudanska 1973","Phidippus regius",2.72,568,30
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Greenstone & Bennett 1980","Lycosa godeffroyi",0.606,200,35
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Hogna carolinensis",4.65,1000,40
"Arthropoda","Arachnida","Arachnida","Araneae","Meehan 2006","Anderson 1996","Lycosa godeffroyi",1.33,200,40
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Allacma fusca",0.0288,2.9,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Allacma fusca",0.0223,2.25,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Desoria hiemalis",0.000499,0.22,NA
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Desoria saltans",0.000193,0.09,2
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Dicyrtomina minuta",0.000937,0.24,2
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Dicyrtomina minuta",0.00174,0.59,8
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Dicyrtomina minuta",0.00187,0.24,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Dicyrtomina minuta",0.00315,0.24,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia manolachei",8.8e-05,0.03,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia manolachei",0.000261,0.03,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia manolachei",0.000886,0.03,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia quadrioculata",0.000148,0.03,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia quadrioculata",0.000185,0.03,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia quadrioculata",0.000342,0.03,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia quadrioculata",0.000125,0.03,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia quadrioculata",0.00018,0.03,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Folsomia quadrioculata",0.000381,0.03,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Isotoma viridis",0.000811,0.28,8
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Isotoma viridis",0.00791,0.72,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zettel 1982","Isotoma viridis",0.00436,0.4,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Isotoma viridis",0.00842,0.77,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Isotomiella minor",4.5e-05,0.01,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Isotomiella minor",5.3e-05,0.01,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Isotomiella minor",9.2e-05,0.01,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Lepidocyrtus",0.00033,0.07,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Lepidocyrtus",0.000679,0.07,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Lepidocyrtus",0.000829,0.07,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Neanura muscorum",0.00128,0.33,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Testerink 1983","Orchesella cincta",0.00636,1,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Testerink 1983","Orchesella cincta",0.00794,1,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Orchesella cincta",0.0112,1.34,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Orchesella cincta",0.0129,1.55,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Orchesella flavescens",0.00426,1.48,8
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Ruppel 1953","Orchesella villosa",0.0104,2.3,19
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Parisotoma notabilis",9.9e-05,0.01,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Parisotoma notabilis",0.000148,0.01,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Parisotoma notabilis",0.000194,0.01,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Pogonognathellus flavescens",0.0013,0.41,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Pogonognathellus flavescens",0.00232,0.41,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Pogonognathellus flavescens",0.0052,0.41,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Pogonognathellus longicornis",0.00597,3.25,8
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Pogonognathellus longicornis",0.0175,3.25,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Protaphorura armata",0.000411,0.11,3
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Protaphorura armata",0.000156,0.05,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Protaphorura armata",0.000548,0.11,8
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Protaphorura armata",0.000256,0.05,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Protaphorura armata",0.000451,0.05,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Protaphorura armata",0.00168,0.13,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Protaphorura armata",0.00143,0.11,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Argyropoulou & Stamou 1993","Protaphorura meridiata",0.000141,0.01,5
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Argyropoulou & Stamou 1993","Protaphorura meridiata",0.000146,0.01,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Argyropoulou & Stamou 1993","Protaphorura meridiata",0.000156,0.01,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Argyropoulou & Stamou 1993","Protaphorura meridiata",0.000213,0.01,20
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Argyropoulou & Stamou 1993","Protaphorura meridiata",0.00025,0.01,25
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Sminthurinus",0.000229,0.03,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Sminthurinus",0.000266,0.03,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Sminthurinus",0.000499,0.03,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Sminthurus viridis",0.00668,1.9,3
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Sminthurus viridis",0.0102,1.9,8
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Sminthurus viridis",0.0211,1.9,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Sminthurus viridis",0.0417,1.9,28
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Supraphorura furcifera",0.000168,0.03,6
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Supraphorura furcifera",0.000213,0.03,10
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Petersen 1981","Supraphorura furcifera",0.000417,0.03,15
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Tetrodontophora bielanensis",0.00398,4.8,3
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Tetrodontophora bielanensis",0.0063,4.8,8
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Tetrodontophora bielanensis",0.022,6.61,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Tetrodontophora bielanensis",0.016,4.8,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Tomocerus vulgaris",0.00332,1.28,8
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Tomocerus vulgaris",0.0119,1.62,18
"Arthropoda","Insecta","Collembola","Collembola","Meehan 2006","Zinkler 1966","Tomocerus vulgaris",0.0094,1.28,18
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.043718,187.46,4
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.052461,127.96,4
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.049547,96.92,4
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.169042,47.44,4
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.037889,131.88,4
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.043718,149.78,5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.008744,40.58,5
